Date,Close,High,Low,Ticker
2005-02-07,45.68000030517578,46.095001220703125,45.619998931884766,CAT
2005-02-08,45.7400016784668,45.90999984741211,45.31499862670898,CAT
2005-02-09,45.31999969482422,45.994998931884766,45.25,CAT
2005-02-10,46.02999877929688,46.20500183105469,45.45500183105469,CAT
2005-02-11,46.38999938964844,46.58000183105469,45.650001525878906,CAT
2005-02-14,46.11000061035156,46.595001220703125,45.935001373291016,CAT
2005-02-15,45.75,46.290000915527344,45.4900016784668,CAT
2005-02-16,46.27000045776367,46.40999984741211,45.55500030517578,CAT
2005-02-17,45.90999984741211,46.52000045776367,45.84999847412109,CAT
2005-02-18,45.41999816894531,45.92499923706055,45.36000061035156,CAT
2005-02-22,44.72999954223633,45.70500183105469,44.709999084472656,CAT
2005-02-23,45.22999954223633,45.3849983215332,44.82500076293945,CAT
2005-02-24,46.58000183105469,46.68999862670898,45.35499954223633,CAT
2005-02-25,47.40999984741211,47.64500045776367,46.375,CAT
2005-02-28,47.525001525878906,48.125,46.93000030517578,CAT
2005-03-01,48.685001373291016,48.79999923706055,47.220001220703125,CAT
2005-03-02,48.584999084472656,48.900001525878906,48.310001373291016,CAT
2005-03-03,48.869998931884766,48.92499923706055,48.084999084472656,CAT
2005-03-04,49.97999954223633,49.97999954223633,48.625,CAT
2005-03-07,49.45000076293945,49.95000076293945,49.275001525878906,CAT
2005-03-08,49.5,49.8849983215332,49.20000076293945,CAT
2005-03-09,48.40499877929688,49.30500030517578,48.375,CAT
2005-03-10,49.130001068115234,49.47999954223633,48.3849983215332,CAT
2005-03-11,49.5,49.790000915527344,48.91999816894531,CAT
2005-03-14,48.26499938964844,49.125,48.09000015258789,CAT
2005-03-15,48.375,48.67499923706055,48.150001525878906,CAT
2005-03-16,48.1349983215332,48.630001068115234,47.755001068115234,CAT
2005-03-17,48.40999984741211,48.625,48.18000030517578,CAT
2005-03-18,48.20000076293945,48.935001373291016,47.76499938964844,CAT
2005-03-21,48.09000015258789,48.525001525878906,47.900001525878906,CAT
2005-03-22,47.35499954223633,48.43999862670898,47.27999877929688,CAT
2005-03-23,46.81999969482422,47.4900016784668,46.76499938964844,CAT
2005-03-24,46.790000915527344,47.369998931884766,46.790000915527344,CAT
2005-03-28,47.11000061035156,47.275001525878906,46.5099983215332,CAT
2005-03-29,44.900001525878906,47.0,44.80500030517578,CAT
2005-03-30,45.7400016784668,45.86000061035156,45.19499969482422,CAT
2005-03-31,45.720001220703125,46.025001525878906,45.33000183105469,CAT
2005-04-01,45.07500076293945,46.125,44.915000915527344,CAT
2005-04-04,45.10499954223633,45.3650016784668,44.53499984741211,CAT
2005-04-05,45.18000030517578,45.29999923706055,44.67499923706055,CAT
