Date,Close,High,Low,Ticker
2005-02-07,27.12786293029785,27.52862548828125,26.86068725585937,MRK
2005-02-08,27.48091506958008,27.51908493041992,26.965648651123047,MRK
2005-02-09,27.385496139526367,27.89122009277344,27.299617767333984,MRK
2005-02-10,27.442747116088867,27.624046325683597,27.194656372070312,MRK
2005-02-11,27.87213706970215,27.996183395385746,27.375953674316406,MRK
2005-02-14,28.062976837158203,28.10114479064941,27.69083976745605,MRK
2005-02-15,28.005725860595703,28.3492374420166,27.805343627929688,MRK
2005-02-16,27.69083976745605,27.8435115814209,27.452289581298828,MRK
2005-02-17,27.52862548828125,27.76717567443848,27.185115814208984,MRK
2005-02-18,31.116411209106445,31.116411209106445,28.129770278930664,MRK
2005-02-22,29.78053474426269,31.10687065124512,29.75190734863281,MRK
2005-02-23,30.305343627929688,30.534351348876957,29.84732818603516,MRK
2005-02-24,30.524808883666992,30.55343437194824,30.104961395263672,MRK
2005-02-25,30.43893051147461,30.6870231628418,30.076335906982425,MRK
2005-02-28,30.248092651367188,30.55343437194824,29.93320655822754,MRK
2005-03-01,30.658397674560547,30.715648651123047,30.37213706970215,MRK
2005-03-02,30.152671813964844,30.44847297668457,29.866411209106445,MRK
2005-03-03,30.133588790893555,30.25763320922852,29.675573348999023,MRK
2005-03-04,30.229007720947266,30.324426651000977,29.77099227905273,MRK
2005-03-07,30.248092651367188,30.333969116210938,30.114503860473636,MRK
2005-03-08,30.27671813964844,30.47709846496582,30.209924697875977,MRK
2005-03-09,30.37213706970215,30.48664093017578,30.114503860473636,MRK
2005-03-10,30.6870231628418,30.80152702331543,30.41030502319336,MRK
2005-03-11,30.6870231628418,30.8492374420166,30.55343437194824,MRK
2005-03-14,30.81106948852539,30.9064884185791,30.534351348876957,MRK
2005-03-15,30.534351348876957,31.011449813842773,30.48664093017578,MRK
2005-03-16,30.248092651367188,30.667938232421875,30.076335906982425,MRK
2005-03-17,30.26717567443848,30.353052139282227,30.076335906982425,MRK
2005-03-18,30.572519302368164,30.572519302368164,29.98091506958008,MRK
2005-03-21,30.38167953491211,30.582061767578125,30.314884185791016,MRK
2005-03-22,30.51526641845703,30.620229721069336,30.248092651367188,MRK
2005-03-23,30.591602325439453,30.87786293029785,30.43893051147461,MRK
2005-03-24,30.41030502319336,30.667938232421875,30.3435115814209,MRK
2005-03-28,30.305343627929688,30.620229721069336,30.248092651367188,MRK
2005-03-29,30.543893814086918,30.69656562805176,30.305343627929688,MRK
2005-03-30,30.954198837280277,30.97328186035156,30.543893814086918,MRK
2005-03-31,30.88740539550781,31.10687065124512,30.6870231628418,MRK
2005-04-01,30.83015251159668,31.18320655822754,30.753816604614254,MRK
2005-04-04,31.011449813842773,31.049617767333984,30.591602325439453,MRK
