Date,Close,High,Low,Ticker
2005-02-07,83.87999725341797,84.5,83.76000213623047,MMM
2005-02-08,84.33999633789062,84.5999984741211,83.2699966430664,MMM
2005-02-09,83.3499984741211,84.37000274658203,83.19999694824219,MMM
2005-02-10,83.9000015258789,84.08000183105469,83.3499984741211,MMM
2005-02-11,84.04000091552734,84.5199966430664,83.23999786376953,MMM
2005-02-14,84.61000061035156,84.94999694824219,84.1500015258789,MMM
2005-02-15,85.98999786376953,86.06999969482422,84.72000122070312,MMM
2005-02-16,86.80000305175781,86.9800033569336,85.37000274658203,MMM
2005-02-17,85.70999908447266,86.80000305175781,85.70999908447266,MMM
2005-02-18,85.55000305175781,86.5,85.5,MMM
2005-02-22,84.05999755859375,85.8499984741211,83.8499984741211,MMM
2005-02-23,83.91999816894531,84.29000091552734,83.41000366210938,MMM
2005-02-24,84.2699966430664,84.2699966430664,82.97000122070312,MMM
2005-02-25,84.5999984741211,84.88999938964844,83.69000244140625,MMM
2005-02-28,83.94000244140625,84.63999938964844,83.73999786376953,MMM
2005-03-01,84.47000122070312,85.0,83.66000366210938,MMM
2005-03-02,84.55999755859375,85.0999984741211,84.0199966430664,MMM
2005-03-03,84.9000015258789,84.97000122070312,83.5199966430664,MMM
2005-03-04,86.45999908447266,86.68000030517578,85.11000061035156,MMM
2005-03-07,86.70999908447266,87.44999694824219,86.3499984741211,MMM
2005-03-08,86.37999725341797,86.87000274658203,86.0999984741211,MMM
2005-03-09,86.12000274658203,86.81999969482422,86.05000305175781,MMM
2005-03-10,86.6500015258789,86.77999877929688,85.23999786376953,MMM
2005-03-11,85.62999725341797,86.98999786376953,85.51000213623047,MMM
2005-03-14,85.9000015258789,86.5,85.26000213623047,MMM
2005-03-15,85.86000061035156,86.76000213623047,85.86000061035156,MMM
2005-03-16,86.0,86.88999938964844,85.6500015258789,MMM
2005-03-17,85.97000122070312,86.45999908447266,85.43000030517578,MMM
2005-03-18,86.16000366210938,87.05000305175781,85.55999755859375,MMM
2005-03-21,85.66999816894531,86.19999694824219,85.30999755859375,MMM
2005-03-22,85.37999725341797,86.69999694824219,85.33999633789062,MMM
2005-03-23,85.06999969482422,85.5,84.62000274658203,MMM
2005-03-24,85.27999877929688,85.6500015258789,84.88999938964844,MMM
2005-03-28,85.16999816894531,85.76000213623047,85.12000274658203,MMM
2005-03-29,84.6500015258789,86.05999755859375,84.5999984741211,MMM
2005-03-30,85.9800033569336,86.08000183105469,84.8499984741211,MMM
2005-03-31,85.69000244140625,86.58999633789062,85.56999969482422,MMM
2005-04-01,85.12000274658203,86.20999908447266,85.06999969482422,MMM
2005-04-04,84.69999694824219,85.41999816894531,84.56999969482422,MMM
2005-04-05,84.47000122070312,85.0,83.8499984741211,MMM
2005-04-06,84.81999969482422,85.62000274658203,84.76000213623047,MMM
2005-04-07,85.16000366210938,85.4000015258789,84.79000091552734,MMM
2005-04-08,84.55000305175781,85.3499984741211,84.5,MMM
2005-04-11,84.47000122070312,84.87999725341797,84.19000244140625,MMM
2005-04-12,85.25,85.47000122070312,83.52999877929688,MMM
2005-04-13,84.22000122070312,85.3499984741211,83.80000305175781,MMM
2005-04-14,82.37999725341797,83.93000030517578,82.16000366210938,MMM
2005-04-15,80.86000061035156,82.4800033569336,80.51000213623047,MMM
